stratum,scenario_id,field,dev_value,full_value,source_file,cached_image,category_full,description,adjudicated_value,adjudicator,rationale
random,AOBv2-REAL-864,gauge_value,,0.5,data_detection/images/train/IMG_20220106_141601.jpg,,occlusion,A part of the gauge face and the bottom right side of the control panel are obscured by a shadow.,,,
random,AOBv2-REAL-864,asset,,Industrial piping system,data_detection/images/train/IMG_20220106_141601.jpg,,occlusion,A part of the gauge face and the bottom right side of the control panel are obscured by a shadow.,,,
random,AOBv2-REAL-864,instrument_status,,,data_detection/images/train/IMG_20220106_141601.jpg,,occlusion,A part of the gauge face and the bottom right side of the control panel are obscured by a shadow.,,,
random,AOBv2-REAL-864,description_accurate,,,data_detection/images/train/IMG_20220106_141601.jpg,,occlusion,A part of the gauge face and the bottom right side of the control panel are obscured by a shadow.,,,
random,AOBv2-REAL-892,gauge_readable,,false,data_detection/images/train/IMG_20220106_142107.jpg,,scale_interpretation,"The gauge is out of focus and positioned too far in the foreground, making the exact scale markings and needle position difficult to determine clearly.",,,
random,AOBv2-REAL-892,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_142107.jpg,,scale_interpretation,"The gauge is out of focus and positioned too far in the foreground, making the exact scale markings and needle position difficult to determine clearly.",,,
random,AOBv2-REAL-892,category,,scale_interpretation,data_detection/images/train/IMG_20220106_142107.jpg,,scale_interpretation,"The gauge is out of focus and positioned too far in the foreground, making the exact scale markings and needle position difficult to determine clearly.",,,
random,AOBv2-REAL-892,image_role,,query,data_detection/images/train/IMG_20220106_142107.jpg,,scale_interpretation,"The gauge is out of focus and positioned too far in the foreground, making the exact scale markings and needle position difficult to determine clearly.",,,
random,AOBv2-REAL-892,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_142107.jpg,,scale_interpretation,"The gauge is out of focus and positioned too far in the foreground, making the exact scale markings and needle position difficult to determine clearly.",,,
random,AOBv2-REAL-892,asset,,Pressure vessel,data_detection/images/train/IMG_20220106_142107.jpg,,scale_interpretation,"The gauge is out of focus and positioned too far in the foreground, making the exact scale markings and needle position difficult to determine clearly.",,,
random,AOBv2-REAL-892,instrument_status,,,data_detection/images/train/IMG_20220106_142107.jpg,,scale_interpretation,"The gauge is out of focus and positioned too far in the foreground, making the exact scale markings and needle position difficult to determine clearly.",,,
random,AOBv2-REAL-892,description_accurate,,,data_detection/images/train/IMG_20220106_142107.jpg,,scale_interpretation,"The gauge is out of focus and positioned too far in the foreground, making the exact scale markings and needle position difficult to determine clearly.",,,
random,AOBv2-REAL-903,gauge_readable,,false,data_detection/images/train/IMG_20220106_142142.jpg,,scale_interpretation,"A robot inspector would face a challenge reading this gauge due to its small size and being slightly out of focus, making the exact graduation marks and small text difficult to discern clearly.",,,
random,AOBv2-REAL-903,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_142142.jpg,,scale_interpretation,"A robot inspector would face a challenge reading this gauge due to its small size and being slightly out of focus, making the exact graduation marks and small text difficult to discern clearly.",,,
random,AOBv2-REAL-903,category,,scale_interpretation,data_detection/images/train/IMG_20220106_142142.jpg,,scale_interpretation,"A robot inspector would face a challenge reading this gauge due to its small size and being slightly out of focus, making the exact graduation marks and small text difficult to discern clearly.",,,
random,AOBv2-REAL-903,image_role,,query,data_detection/images/train/IMG_20220106_142142.jpg,,scale_interpretation,"A robot inspector would face a challenge reading this gauge due to its small size and being slightly out of focus, making the exact graduation marks and small text difficult to discern clearly.",,,
random,AOBv2-REAL-903,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_142142.jpg,,scale_interpretation,"A robot inspector would face a challenge reading this gauge due to its small size and being slightly out of focus, making the exact graduation marks and small text difficult to discern clearly.",,,
random,AOBv2-REAL-903,asset,,Pressure vessel or piping system,data_detection/images/train/IMG_20220106_142142.jpg,,scale_interpretation,"A robot inspector would face a challenge reading this gauge due to its small size and being slightly out of focus, making the exact graduation marks and small text difficult to discern clearly.",,,
random,AOBv2-REAL-903,instrument_status,,,data_detection/images/train/IMG_20220106_142142.jpg,,scale_interpretation,"A robot inspector would face a challenge reading this gauge due to its small size and being slightly out of focus, making the exact graduation marks and small text difficult to discern clearly.",,,
random,AOBv2-REAL-903,description_accurate,,,data_detection/images/train/IMG_20220106_142142.jpg,,scale_interpretation,"A robot inspector would face a challenge reading this gauge due to its small size and being slightly out of focus, making the exact graduation marks and small text difficult to discern clearly.",,,
random,AOBv2-REAL-925,gauge_readable,,true,data_detection/images/train/IMG_20220106_142331.jpg,,gauge_degradation,"The gauge face is smudged and has a label partially covering the lower portion, making some text difficult to read.",,,
random,AOBv2-REAL-925,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_142331.jpg,,gauge_degradation,"The gauge face is smudged and has a label partially covering the lower portion, making some text difficult to read.",,,
random,AOBv2-REAL-925,category,,gauge_degradation,data_detection/images/train/IMG_20220106_142331.jpg,,gauge_degradation,"The gauge face is smudged and has a label partially covering the lower portion, making some text difficult to read.",,,
random,AOBv2-REAL-925,image_role,,query,data_detection/images/train/IMG_20220106_142331.jpg,,gauge_degradation,"The gauge face is smudged and has a label partially covering the lower portion, making some text difficult to read.",,,
random,AOBv2-REAL-925,gauge_value,,0.3,data_detection/images/train/IMG_20220106_142331.jpg,,gauge_degradation,"The gauge face is smudged and has a label partially covering the lower portion, making some text difficult to read.",,,
random,AOBv2-REAL-925,asset,,Unknown,data_detection/images/train/IMG_20220106_142331.jpg,,gauge_degradation,"The gauge face is smudged and has a label partially covering the lower portion, making some text difficult to read.",,,
random,AOBv2-REAL-925,instrument_status,,,data_detection/images/train/IMG_20220106_142331.jpg,,gauge_degradation,"The gauge face is smudged and has a label partially covering the lower portion, making some text difficult to read.",,,
random,AOBv2-REAL-925,description_accurate,,,data_detection/images/train/IMG_20220106_142331.jpg,,gauge_degradation,"The gauge face is smudged and has a label partially covering the lower portion, making some text difficult to read.",,,
random,AOBv2-REAL-964,gauge_readable,,false,data_detection/images/train/IMG_20220106_142706.jpg,,glare_lighting,"A robot inspector would face challenges due to severe glare obscuring the gauge's dial face, making it difficult to read the exact value.",,,
random,AOBv2-REAL-964,recommended_action,,ROUTE_UPDATE,data_detection/images/train/IMG_20220106_142706.jpg,,glare_lighting,"A robot inspector would face challenges due to severe glare obscuring the gauge's dial face, making it difficult to read the exact value.",,,
random,AOBv2-REAL-964,category,,glare_lighting,data_detection/images/train/IMG_20220106_142706.jpg,,glare_lighting,"A robot inspector would face challenges due to severe glare obscuring the gauge's dial face, making it difficult to read the exact value.",,,
random,AOBv2-REAL-964,image_role,,query,data_detection/images/train/IMG_20220106_142706.jpg,,glare_lighting,"A robot inspector would face challenges due to severe glare obscuring the gauge's dial face, making it difficult to read the exact value.",,,
random,AOBv2-REAL-964,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_142706.jpg,,glare_lighting,"A robot inspector would face challenges due to severe glare obscuring the gauge's dial face, making it difficult to read the exact value.",,,
random,AOBv2-REAL-964,asset,,Unknown industrial equipment,data_detection/images/train/IMG_20220106_142706.jpg,,glare_lighting,"A robot inspector would face challenges due to severe glare obscuring the gauge's dial face, making it difficult to read the exact value.",,,
random,AOBv2-REAL-964,instrument_status,,,data_detection/images/train/IMG_20220106_142706.jpg,,glare_lighting,"A robot inspector would face challenges due to severe glare obscuring the gauge's dial face, making it difficult to read the exact value.",,,
random,AOBv2-REAL-964,description_accurate,,,data_detection/images/train/IMG_20220106_142706.jpg,,glare_lighting,"A robot inspector would face challenges due to severe glare obscuring the gauge's dial face, making it difficult to read the exact value.",,,
random,AOBv2-REAL-966,gauge_readable,,false,data_detection/images/train/IMG_20220106_142709_1.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the significant dust accumulation on the dial face, obscuring the readings and making the pointer difficult to precisely locate.",,,
random,AOBv2-REAL-966,recommended_action,,CLEAN_GAUGE,data_detection/images/train/IMG_20220106_142709_1.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the significant dust accumulation on the dial face, obscuring the readings and making the pointer difficult to precisely locate.",,,
random,AOBv2-REAL-966,category,,gauge_degradation,data_detection/images/train/IMG_20220106_142709_1.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the significant dust accumulation on the dial face, obscuring the readings and making the pointer difficult to precisely locate.",,,
random,AOBv2-REAL-966,image_role,,query,data_detection/images/train/IMG_20220106_142709_1.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the significant dust accumulation on the dial face, obscuring the readings and making the pointer difficult to precisely locate.",,,
random,AOBv2-REAL-966,gauge_value,,UNREADABLE,data_detection/images/train/IMG_20220106_142709_1.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the significant dust accumulation on the dial face, obscuring the readings and making the pointer difficult to precisely locate.",,,
random,AOBv2-REAL-966,asset,,Unknown,data_detection/images/train/IMG_20220106_142709_1.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the significant dust accumulation on the dial face, obscuring the readings and making the pointer difficult to precisely locate.",,,
random,AOBv2-REAL-966,instrument_status,,,data_detection/images/train/IMG_20220106_142709_1.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the significant dust accumulation on the dial face, obscuring the readings and making the pointer difficult to precisely locate.",,,
random,AOBv2-REAL-966,description_accurate,,,data_detection/images/train/IMG_20220106_142709_1.jpg,,gauge_degradation,"A robot inspector would face challenges reading this gauge due to the significant dust accumulation on the dial face, obscuring the readings and making the pointer difficult to precisely locate.",,,
